num,url,coder1,coder2,final_label
1047_Q48,https://pbs.twimg.com/media/DcUOQ9_X4AAsjDD.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1048_Q48,https://pbs.twimg.com/media/DcUVJrnUwAEuZrw.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1049_Q48,https://pbs.twimg.com/media/DcTk-WpWsAA36SU.jpg,OTHER,OTHER,OTHER
1050_Q48,https://pbs.twimg.com/media/DcVHUggU0AE7z0c.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1051_Q48,https://pbs.twimg.com/media/DcVfa2pUwAMYlBL.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1052_Q48,https://pbs.twimg.com/media/DcWaYCiW0AA7fca.jpg,camps,camps,camps
1053_Q48,https://pbs.twimg.com/media/DcWsfXPW0AEogQc.jpg,OTHER,OTHER,OTHER
1054_Q48,https://pbs.twimg.com/media/DcXAq44VMAEfYa6.jpg,crowd,crowd,crowd
1055_Q48,https://pbs.twimg.com/media/DcXYnvSWkAAUyqd.jpg,OTHER,OTHER,OTHER
1056_Q48,https://pbs.twimg.com/media/DcXpVUeVQAAIBWe.jpg,camps,camps,camps
1057_Q48,https://pbs.twimg.com/media/DcXntxIX4AARNWK.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1058_Q48,https://pbs.twimg.com/media/DcX8JL-V0AAPKzr.jpg,women and children/close shots,OTHER,No Agreement
1059_Q48,https://pbs.twimg.com/media/DcYAufzXUAEsAKB.jpg,crowd,crowd,crowd
1060_Q48,https://pbs.twimg.com/media/DcYDw3DWsAEAro-.jpg,OTHER,crowd,No Agreement
1061_Q48,https://pbs.twimg.com/media/DcYcW8_W0AA_qId.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1062_Q48,https://pbs.twimg.com/media/DcXpcagX0AAaWMN.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1063_Q48,https://pbs.twimg.com/media/DcY5p9gUQAAufv2.jpg,camps,camps,camps
1064_Q48,https://pbs.twimg.com/media/DcZDd08WAAA5Jgl.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1065_Q48,https://pbs.twimg.com/media/DcZVdwQXkAc9pEb.jpg,crowd,crowd,crowd
1066_Q48,https://pbs.twimg.com/media/DcZYykEW0AASnHm.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1067_Q48,https://pbs.twimg.com/media/DcXqwjYX0AE1uaB.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1068_Q48,https://pbs.twimg.com/media/DcZ2jt5X0AEsRU4.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1069_Q48,https://pbs.twimg.com/media/DcaESxpWsAEDdwN.jpg,OTHER,OTHER,OTHER
1070_Q48,https://pbs.twimg.com/media/DcaQ6-WVAAAa8t8.jpg,crowd,crowd,crowd
1071_Q48,https://pbs.twimg.com/media/DcbUzfPW0AAhZt0.jpg,women and children/close shots,crowd,No Agreement
1072_Q48,https://pbs.twimg.com/media/DcbcZsjX0AAbAs5.jpg,crowd,crowd,crowd
1073_Q48,https://pbs.twimg.com/media/DccoJ5TWkAETG9R.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1074_Q48,https://pbs.twimg.com/media/DcdAw6SV0AAgBS0.jpg,violations,violations,violations
1075_Q48,https://pbs.twimg.com/media/DcdYaWFW4AUJK85.jpg,OTHER,OTHER,OTHER
1076_Q48,https://pbs.twimg.com/media/Dcd7_esUwAAzRkv.jpg,military,military,military
1077_Q48,https://pbs.twimg.com/media/Dcd-5kRWsAASPJR.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1078_Q48,https://pbs.twimg.com/media/DceRNtmW0AAoq4u.jpg,military,military,military
1079_Q48,https://pbs.twimg.com/media/DcdYaWFW4AUJK85.jpg,OTHER,OTHER,OTHER
1080_Q48,https://pbs.twimg.com/media/DcfAIIAWAAARbEQ.jpg,violations,violations,violations
1081_Q48,https://pbs.twimg.com/media/DcfD3o-WkAAz7vC.jpg,OTHER,OTHER,OTHER
1082_Q48,https://pbs.twimg.com/media/DchCWPpVwAEz5Hd.jpg,women and children/close shots,men/close shots,No Agreement
1083_Q48,https://pbs.twimg.com/media/DchCW7iUwAAumyF.jpg,camps,camps,camps
1084_Q48,https://pbs.twimg.com/media/Dch4ugvX0AE7N1_.jpg,OTHER,OTHER,OTHER
1085_Q48,https://pbs.twimg.com/media/DciRQp1X4AYl_uU.jpg,OTHER,OTHER,OTHER
1086_Q48,https://pbs.twimg.com/media/Dci76QlXkAEnQ0V.jpg,violations,violations,violations
1087_Q48,https://pbs.twimg.com/media/DcjIjlqV4AEYAdr.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1088_Q48,https://pbs.twimg.com/media/DcjQgNIV0AUWlbT.jpg,crowd,crowd,crowd
1089_Q48,https://pbs.twimg.com/media/Dcjq1AZV0AEYe7d.jpg,OTHER,OTHER,OTHER
1090_Q48,https://pbs.twimg.com/media/DckpllPWAAEc8Vz.jpg,men/close shots,crowd,No Agreement
1091_Q48,https://pbs.twimg.com/media/DclClB9WAAAflj8.jpg,violations,police,No Agreement
1092_Q48,https://pbs.twimg.com/media/DclTdiBX0AA3qeR.jpg,OTHER,OTHER,OTHER
1093_Q48,https://pbs.twimg.com/media/DcmWnwMXkAAE-4_.jpg,OTHER,OTHER,OTHER
1094_Q48,https://pbs.twimg.com/media/Dcmo2MJV0AI_iiu.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1095_Q48,https://pbs.twimg.com/media/DcmzJG4X4AAcE1h.jpg,women and children/close shots,camps,No Agreement
1096_Q48,https://pbs.twimg.com/media/Dcm5AUOUQAAGj6u.jpg,women and children/close shots,crowd,No Agreement
1097_Q48,https://pbs.twimg.com/media/Dcm8dU4UwAApDgL.jpg,violations,violations,violations
1098_Q48,https://pbs.twimg.com/media/DcnERySXUAAo9yr.jpg,OTHER,OTHER,OTHER
1099_Q48,https://pbs.twimg.com/media/DcnRLj0UwAMfvMo.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1100_Q48,https://pbs.twimg.com/media/DcneYm1V0AAksS2.jpg,crowd,crowd,crowd
1101_Q48,https://pbs.twimg.com/media/Dcn4uffV0AAnBxh.jpg,OTHER,OTHER,OTHER
1102_Q48,https://pbs.twimg.com/media/DcoAM5ZUwAAzYV7.jpg,OTHER,OTHER,OTHER
1103_Q48,https://pbs.twimg.com/media/DcoJZCVVQAAVlOg.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1104_Q48,https://pbs.twimg.com/media/Dcoe2tRX4AAiIzu.jpg,OTHER,OTHER,OTHER
1105_Q48,https://pbs.twimg.com/media/Dcoqd23W0AAw7CW.jpg,OTHER,OTHER,OTHER
1106_Q48,https://pbs.twimg.com/media/Dcoti8qWsAAy2uA.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1107_Q48,https://pbs.twimg.com/media/DcpewH2X4AQ_aky.jpg,OTHER,OTHER,OTHER
1108_Q48,https://pbs.twimg.com/media/DcqyKzhWkAAdCod.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1109_Q48,https://pbs.twimg.com/media/DcrXJDNV0AACaZq.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1110_Q48,https://pbs.twimg.com/media/DcrclCKVQAINZEs.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1111_Q48,https://pbs.twimg.com/media/DcrmORRUQAA0Kdm.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1112_Q48,https://pbs.twimg.com/media/DcrxQE8XUAM_cLS.jpg,crowd,crowd,crowd
1113_Q48,https://pbs.twimg.com/media/DcsSFElWsAEmzSR.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1114_Q48,https://pbs.twimg.com/media/Dcs6fzLVAAAOSzv.jpg,OTHER,OTHER,OTHER
1115_Q48,https://pbs.twimg.com/media/DctH9VIU0AAkhqv.jpg,OTHER,OTHER,OTHER
1116_Q48,https://pbs.twimg.com/media/DctQQDYXkAAFDFU.jpg,OTHER,OTHER,OTHER
1117_Q48,https://pbs.twimg.com/media/DctYrDFVwAAyfvT.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1118_Q48,https://pbs.twimg.com/media/DcneL5gUwAAWLdf.jpg,OTHER,OTHER,OTHER
1119_Q48,https://pbs.twimg.com/media/DcuV3XuV4AAhG5X.jpg,men/close shots,men/close shots,men/close shots
1120_Q48,https://pbs.twimg.com/media/DcvitsHW0AE9XBZ.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1121_Q48,https://pbs.twimg.com/media/DcwQh-GU8AE1fZT.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1122_Q48,https://pbs.twimg.com/media/Dcwi0YkXUAMCuM7.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1123_Q48,https://pbs.twimg.com/media/DczFTkQW4AAgz_E.jpg,OTHER,OTHER,OTHER
1124_Q48,https://pbs.twimg.com/media/Dc1ky3bUwAIwpn0.jpg,OTHER,crowd,No Agreement
1125_Q48,https://pbs.twimg.com/media/Dc4mPfzXkAArMOH.jpg,camps,OTHER,No Agreement
1126_Q48,https://pbs.twimg.com/media/Dc7mEKZX4AIJCmU.jpg,OTHER,OTHER,OTHER
1127_Q48,https://pbs.twimg.com/media/Dc8BS81WsAIso8Z.jpg,OTHER,OTHER,OTHER
1128_Q48,https://pbs.twimg.com/media/DcnexjOV4AEZgU5.jpg,OTHER,OTHER,OTHER
1129_Q48,https://pbs.twimg.com/media/Dc8Wp4pUwAA-7Hl.jpg,OTHER,OTHER,OTHER
1130_Q48,https://pbs.twimg.com/media/DdAa5vMVMAAdAZ_.jpg,OTHER,OTHER,OTHER
1131_Q48,https://pbs.twimg.com/media/DdFVIliV4AIVVZb.jpg,police,police,police
1132_Q48,https://pbs.twimg.com/media/DdGwMC3X0AA-naG.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1133_Q48,https://pbs.twimg.com/media/DdJMNbYWsAA3dJA.jpg,OTHER,OTHER,OTHER
1134_Q48,https://pbs.twimg.com/media/DdMbJ2JXUAAj3ma.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1135_Q48,https://pbs.twimg.com/media/DnYeWeRWsAc459o.jpg,OTHER,OTHER,OTHER
1136_Q48,https://pbs.twimg.com/media/DnYeWd9WsAIMYqw.jpg,OTHER,OTHER,OTHER
1137_Q48,https://pbs.twimg.com/media/DnYeWe2X4AEIuoE.jpg,OTHER,OTHER,OTHER
1138_Q48,https://pbs.twimg.com/media/DnYeWeKWsAMjgNn.jpg,OTHER,OTHER,OTHER
1139_Q48,https://pbs.twimg.com/media/DnzkwvTXgAAOFVv.jpg,men/close shots,men/close shots,men/close shots
1140_Q48,https://pbs.twimg.com/media/Dnzkw9FXcAEcbUd.jpg,men/close shots,men/close shots,men/close shots
1141_Q48,https://pbs.twimg.com/media/DnzkxIvXkAQ3nD6.jpg,men/close shots,men/close shots,men/close shots
1142_Q48,https://pbs.twimg.com/media/DnzkxVUX0AAS-1W.jpg,men/close shots,men/close shots,men/close shots
1143_Q48,https://pbs.twimg.com/media/DorRABDU4AEeLrZ.jpg,OTHER,OTHER,OTHER
1144_Q48,https://pbs.twimg.com/media/DorRAaqU0AEdpIH.jpg,camps,OTHER,No Agreement
1145_Q48,https://pbs.twimg.com/media/Do6ibkTXgAAakLX.jpg,OTHER,OTHER,OTHER
1146_Q48,https://pbs.twimg.com/media/Do6ibjdXoAAEBSt.jpg,OTHER,men/close shots,No Agreement
1147_Q48,https://pbs.twimg.com/media/Do6ibnvW4AI2uz9.jpg,OTHER,women and children/close shots,No Agreement
1148_Q48,https://pbs.twimg.com/media/Do6ibkSW0AUR5vt.jpg,OTHER,OTHER,OTHER
1149_Q48,https://pbs.twimg.com/media/Do8h7_hXoAAZN-M.jpg,crowd,crowd,crowd
1150_Q48,https://pbs.twimg.com/media/Do8h8KYXkAAk3fy.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1151_Q48,https://pbs.twimg.com/media/Do8h8UWX4AEhPs0.jpg,crowd,crowd,crowd
1152_Q48,https://pbs.twimg.com/media/Do8h8geX0AAh6vN.jpg,OTHER,OTHER,OTHER
1153_Q48,https://pbs.twimg.com/media/Do9m5k6XoAAiAK-.jpg,men/close shots,men/close shots,men/close shots
1154_Q48,https://pbs.twimg.com/media/Do9m5udX0AAlWED.jpg,crowd,crowd,crowd
1155_Q48,https://pbs.twimg.com/media/Do9m53yXgAAAC4-.jpg,men/close shots,men/close shots,men/close shots
1156_Q48,https://pbs.twimg.com/media/Dpgm6ckW4AAr4gj.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1157_Q48,https://pbs.twimg.com/media/Dpgm58xW0AUGpV6.jpg,crowd,crowd,crowd
1158_Q48,https://pbs.twimg.com/media/Dpgm6cYX4AAqPE5.jpg,women and children/close shots,crowd,No Agreement
1159_Q48,https://pbs.twimg.com/media/DpkOJH2U8AEHtL-.jpg,crowd,crowd,crowd
1160_Q48,https://pbs.twimg.com/media/DpkOJ5jU8AEkaYJ.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1161_Q48,https://pbs.twimg.com/media/DpkOQe3V4AAZiz8.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1162_Q48,https://pbs.twimg.com/media/DpkOb3XUYAAhTcU.jpg,women and children/close shots,crowd,No Agreement
1163_Q48,https://pbs.twimg.com/media/Dpk_B96U4AAe-zG.jpg,camps,OTHER,No Agreement
1164_Q48,https://pbs.twimg.com/media/Dpk_CpuU8AAqD_b.jpg,camps,crowd,No Agreement
1165_Q48,https://pbs.twimg.com/media/DplBGVyXcAUaxUs.jpg,camps,OTHER,No Agreement
1166_Q48,https://pbs.twimg.com/media/DplBGhQXgAAmKkF.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1167_Q48,https://pbs.twimg.com/media/DplBGq1W4AIvQhz.jpg,women and children/close shots,men/close shots,No Agreement
1168_Q48,https://pbs.twimg.com/media/DplLVNdUUAAuvsy.jpg,violations,crowd,No Agreement
1169_Q48,https://pbs.twimg.com/media/DplLb-4UwAA7Nea.jpg,women and children/close shots,crowd,No Agreement
1170_Q48,https://pbs.twimg.com/media/DplLdL-U8AAsJEs.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1171_Q48,https://pbs.twimg.com/media/DplLd49UYAAmHQe.jpg,women and children/close shots,men/close shots,No Agreement
1172_Q48,https://pbs.twimg.com/media/DppV1GHV4AAS568.jpg,women and children/close shots,crowd,No Agreement
1173_Q48,https://pbs.twimg.com/media/DppV0P4VsAAbCiG.jpg,crowd,crowd,crowd
1174_Q48,https://pbs.twimg.com/media/DppV0NFUYAE1A3Z.jpg,men/close shots,OTHER,No Agreement
1175_Q48,https://pbs.twimg.com/media/Dpp7sEAUwAEIgGl.jpg,crowd,crowd,crowd
1176_Q48,https://pbs.twimg.com/media/Dpp7spmUYAA7_40.jpg,men/close shots,men/close shots,men/close shots
1177_Q48,https://pbs.twimg.com/media/Dpp7uDmV4AAhtIB.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1178_Q48,https://pbs.twimg.com/media/DpvK6OBWkAAxpkl.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1179_Q48,https://pbs.twimg.com/media/DpvK6X2WwAUO7Hd.jpg,crowd,men/close shots,No Agreement
1180_Q48,https://pbs.twimg.com/media/DpvdmupU0AAnDna.jpg,violations,police,No Agreement
1181_Q48,https://pbs.twimg.com/media/Dpvdn7uU4AAqbGn.jpg,police,police,police
1182_Q48,https://pbs.twimg.com/media/DpvdwScV4AEnrOh.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1183_Q48,https://pbs.twimg.com/media/DpvmWwVV4AEu_Q6.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1184_Q48,https://pbs.twimg.com/media/DpvmhukUcAAO4Ge.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1185_Q48,https://pbs.twimg.com/media/DpvmiugVAAEm0dE.jpg,men/close shots,crowd,No Agreement
1186_Q48,https://pbs.twimg.com/media/Dpvmjd6U0AAYNXq.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1187_Q48,https://pbs.twimg.com/media/DpvyH15WwAABeWQ.jpg,crowd,crowd,crowd
1188_Q48,https://pbs.twimg.com/media/DpvyIhQWwAkXjZA.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1189_Q48,https://pbs.twimg.com/media/DpygmAdX4AUqcMm.jpg,OTHER,OTHER,OTHER
1190_Q48,https://pbs.twimg.com/media/DpygmHoXUAA-az0.jpg,OTHER,OTHER,OTHER
1191_Q48,https://pbs.twimg.com/media/DpygmPaWwAAVKGx.jpg,OTHER,OTHER,OTHER
1192_Q48,https://pbs.twimg.com/media/DpzVvOKV4AAcgpO.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1193_Q48,https://pbs.twimg.com/media/DpzVxXZV4AAVWo_.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1194_Q48,https://pbs.twimg.com/media/DpzV3PpVsAAJPOb.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1195_Q48,https://pbs.twimg.com/media/Dp5YCeWVsAA4AKt.jpg,violations,women and children/close shots,No Agreement
1196_Q48,https://pbs.twimg.com/media/Dp5YDSQV4AAmxL_.jpg,crowd,crowd,crowd
1197_Q48,https://pbs.twimg.com/media/Dp5YFIhU0AAN28S.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1198_Q48,https://pbs.twimg.com/media/Dp5YGESV4AEnLUz.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1199_Q48,https://pbs.twimg.com/media/Dp-OfESW4AA4hU5.jpg,men/close shots,crowd,No Agreement
1200_Q48,https://pbs.twimg.com/media/Dp-OfMNWkAACN6Y.jpg,crowd,crowd,crowd
1201_Q48,https://pbs.twimg.com/media/Dp-OfVIWwAAZx_s.jpg,violations,violations,violations
1202_Q48,https://pbs.twimg.com/media/Dp_A1x1WoAEPns3.jpg,crowd,crowd,crowd
1203_Q48,https://pbs.twimg.com/media/Dp_A1yuX0AE1XSx.jpg,women and children/close shots,crowd,No Agreement
1204_Q48,https://pbs.twimg.com/media/Dp_A1y9XcAA5k-I.jpg,violations,OTHER,No Agreement
1205_Q48,https://pbs.twimg.com/media/DqGgWeZW4AA9D1U.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1206_Q48,https://pbs.twimg.com/media/DqGgWoKWkAAVAFh.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1207_Q48,https://pbs.twimg.com/media/DqGgW2OX4AAVyhe.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1208_Q48,https://pbs.twimg.com/media/DqGgW-hX0AAzMIV.jpg,men/close shots,men/close shots,men/close shots
1209_Q48,https://pbs.twimg.com/media/DqGxhxrX4AAlLql.jpg,violations,crowd,No Agreement
1210_Q48,https://pbs.twimg.com/media/DqGxh6GWsAAOEqi.jpg,violations,women and children/close shots,No Agreement
1211_Q48,https://pbs.twimg.com/media/DqGxiE6XcAAqD0F.jpg,women and children/close shots,crowd,No Agreement
1212_Q48,https://pbs.twimg.com/media/DqGxiOEWwAEEQkw.jpg,women and children/close shots,crowd,No Agreement
1213_Q48,https://pbs.twimg.com/media/DqHZKbEXcAA8kX4.jpg,camps,crowd,No Agreement
1214_Q48,https://pbs.twimg.com/media/DqHZKoAWkAE_N07.jpg,crowd,crowd,crowd
1215_Q48,https://pbs.twimg.com/media/DqHZK00WsAAPtFq.jpg,police,crowd,No Agreement
1216_Q48,https://pbs.twimg.com/media/DqHnSbSX4AADrT6.jpg,crowd,crowd,crowd
1217_Q48,https://pbs.twimg.com/media/DqHnUhQWsAEW3dH.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1218_Q48,https://pbs.twimg.com/media/DqHneFkWwAA_r1X.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1219_Q48,https://pbs.twimg.com/media/DqH2SSWXcAUI1xi.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1220_Q48,https://pbs.twimg.com/media/DqH2Rk7WoAAQ6iW.jpg,crowd,crowd,crowd
1221_Q48,https://pbs.twimg.com/media/DqH2RwWX4AcGpMf.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1222_Q48,https://pbs.twimg.com/media/DqH8SKPW4AIbq0n.jpg,crowd,crowd,crowd
1223_Q48,https://pbs.twimg.com/media/DqH8SKqWwAAApSI.jpg,camps,women and children/close shots,No Agreement
1224_Q48,https://pbs.twimg.com/media/DqH8TlMWkAEgfuj.jpg,crowd,crowd,crowd
1225_Q48,https://pbs.twimg.com/media/DqH8UN7XQAEfI3G.jpg,men/close shots,crowd,No Agreement
1226_Q48,https://pbs.twimg.com/media/DqH-P__XgAAZ4-_.jpg,violations,crowd,No Agreement
1227_Q48,https://pbs.twimg.com/media/DqH-QJkX4AA2akQ.jpg,violations,crowd,No Agreement
1228_Q48,https://pbs.twimg.com/media/DqH-QVTXgAEeJsl.jpg,women and children/close shots,crowd,No Agreement
1229_Q48,https://pbs.twimg.com/media/DqH-QfRWsAAq7BZ.jpg,women and children/close shots,crowd,No Agreement
1230_Q48,https://pbs.twimg.com/media/DqIK0XUWkAIe7r6.jpg,women and children/close shots,crowd,No Agreement
1231_Q48,https://pbs.twimg.com/media/DqIK0jDWwAASfKc.jpg,women and children/close shots,crowd,No Agreement
1232_Q48,https://pbs.twimg.com/media/DqIK0tTXQAAFBZq.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1233_Q48,https://pbs.twimg.com/media/DqIK04jWsAEuTOP.jpg,men/close shots,crowd,No Agreement
1234_Q48,https://pbs.twimg.com/media/DqIY7U6XQAAfYO3.jpg,men/close shots,men/close shots,men/close shots
1235_Q48,https://pbs.twimg.com/media/DqIY7dBXQAAZqwL.jpg,women and children/close shots,men/close shots,No Agreement
1236_Q48,https://pbs.twimg.com/media/DqIY7kpW4AIMB-a.jpg,violations,crowd,No Agreement
1237_Q48,https://pbs.twimg.com/media/DqIY7toW4AITV6w.jpg,police,police,police
1238_Q48,https://pbs.twimg.com/media/DqIQ98UXcAEA1Wv.jpg,police,police,police
1239_Q48,https://pbs.twimg.com/media/DqIRsMDWoAAVTjU.jpg,violations,men/close shots,No Agreement
1240_Q48,https://pbs.twimg.com/media/DqIRvgMX4AANEsm.jpg,violations,violations,violations
1241_Q48,https://pbs.twimg.com/media/DqIScEvX0AAULE3.jpg,violations,police,No Agreement
1242_Q48,https://pbs.twimg.com/media/DqImsHQWwAEDmee.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1243_Q48,https://pbs.twimg.com/media/DqImtY_WsAcQ3TU.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1244_Q48,https://pbs.twimg.com/media/DqIm3ysXcAA1XEg.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1245_Q48,https://pbs.twimg.com/media/DqIm5f6WkAA8HpN.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1246_Q48,https://pbs.twimg.com/media/DqIofA5UwAAACmf.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1247_Q48,https://pbs.twimg.com/media/DqIofuBVAAA8l1H.jpg,men/close shots,men/close shots,men/close shots
1248_Q48,https://pbs.twimg.com/media/DqIogbjVYAAdO3r.jpg,camps,women and children/close shots,No Agreement
1249_Q48,https://pbs.twimg.com/media/DqIz-dgUUAATdlu.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1250_Q48,https://pbs.twimg.com/media/DqIz_fRUUAEMjvt.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1251_Q48,https://pbs.twimg.com/media/DqI0AkQU4AE8fes.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1252_Q48,https://pbs.twimg.com/media/DqJWXCoX4AAIykU.jpg,men/close shots,crowd,No Agreement
1253_Q48,https://pbs.twimg.com/media/DqJWXMTWsAA_nrF.jpg,women and children/close shots,crowd,No Agreement
1254_Q48,https://pbs.twimg.com/media/DqJWXWqWwAAq7H5.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1255_Q48,https://pbs.twimg.com/media/DqJWXgRXcAEbo_t.jpg,men/close shots,men/close shots,men/close shots
1256_Q48,https://pbs.twimg.com/media/DqJt4B6X0AEfI5h.jpg,crowd,crowd,crowd
1257_Q48,https://pbs.twimg.com/media/DqJt38ZWkAAdQXP.jpg,women and children/close shots,crowd,No Agreement
1258_Q48,https://pbs.twimg.com/media/DqJ0BJ_WkAAc24J.jpg,men/close shots,men/close shots,men/close shots
1259_Q48,https://pbs.twimg.com/media/DqJ0BSiWwAQnsuK.jpg,women and children/close shots,men/close shots,No Agreement
1260_Q48,https://pbs.twimg.com/media/DqJ0BaEXgAAu56X.jpg,violations,crowd,No Agreement
1261_Q48,https://pbs.twimg.com/media/DqJ0BjEXcAAZvj9.jpg,police,police,police
1262_Q48,https://pbs.twimg.com/media/DqMpF99XcAI74Fp.jpg,OTHER,police,No Agreement
1263_Q48,https://pbs.twimg.com/media/DqMpF-JXgAArTNQ.jpg,OTHER,OTHER,OTHER
1264_Q48,https://pbs.twimg.com/media/DqMpF-DX0AE9NK3.jpg,OTHER,violations,No Agreement
1265_Q48,https://pbs.twimg.com/media/DqMpF-zWsAMv6mW.jpg,OTHER,OTHER,OTHER
1266_Q48,https://pbs.twimg.com/media/DqM0586XcAAV3Yo.jpg,OTHER,OTHER,OTHER
1267_Q48,https://pbs.twimg.com/media/DqM0_LCWwAEI7Uq.jpg,OTHER,OTHER,OTHER
1268_Q48,https://pbs.twimg.com/media/DqNYIx_V4AAKfsb.jpg,violations,police,No Agreement
1269_Q48,https://pbs.twimg.com/media/DqNYiUXVsAA2PVx.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1270_Q48,https://pbs.twimg.com/media/DqNYiVjVsAAXih3.jpg,violations,crowd,No Agreement
1271_Q48,https://pbs.twimg.com/media/DqOEuf9VYAQv_HD.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1272_Q48,https://pbs.twimg.com/media/DqOEva0V4AADwmb.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1273_Q48,https://pbs.twimg.com/media/DqOEwuwUUAAYeSr.jpg,camps,camps,camps
1274_Q48,https://pbs.twimg.com/media/DqPJHWsXgAIYf0A.jpg,men/close shots,crowd,No Agreement
1275_Q48,https://pbs.twimg.com/media/DqPJHgdW4AAbmmu.jpg,women and children/close shots,crowd,No Agreement
1276_Q48,https://pbs.twimg.com/media/DqPJHpMWwAA9shu.jpg,crowd,crowd,crowd
1277_Q48,https://pbs.twimg.com/media/DqPJH0AX0AAaCJq.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1278_Q48,https://pbs.twimg.com/media/DqSZME_UUAUzGUI.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1279_Q48,https://pbs.twimg.com/media/DqSZMmNUUAANfOT.jpg,violations,police,No Agreement
1280_Q48,https://pbs.twimg.com/media/DqSZOAwU4AIUv5V.jpg,men/close shots,men/close shots,men/close shots
1281_Q48,https://pbs.twimg.com/media/DqSZOOnVYAAHplc.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1282_Q48,https://pbs.twimg.com/media/DqSci87UwAAfdjn.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1283_Q48,https://pbs.twimg.com/media/DqScj92U4AAiEwx.jpg,camps,camps,camps
1284_Q48,https://pbs.twimg.com/media/DqSckyVVYAAetcl.jpg,camps,camps,camps
1285_Q48,https://pbs.twimg.com/media/DqSgf1mUcAA5ilm.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1286_Q48,https://pbs.twimg.com/media/DqSggNlUUAAlK-t.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1287_Q48,https://pbs.twimg.com/media/DqSgheOU0AA3A8Z.jpg,crowd,crowd,crowd
